CÓDIGO;NOMBRE DEL ALIMENTO;"Energía
<ENERC>";"Energía
<ENERC>";"Agua
<WATER>";"Proteínas
<PROCNT>";"Grasa 
total
<FAT>";"Carbohidratos
totales
<CHOCDF>";"Carbohidratos
disponibles
<CHOAVL>";"Fibra dietaria
<FIBTG>";"Cenizas
<ASH>";"Calcio
<CA>";"Fósforo
<P>";"Zinc
<ZN>";"Hierro
<FE>";"β caroteno
equivalentes
totales
<CARTBQ>";"Vitamina A 
equivalentes
totales
<VITA>";"Tiamina
<THIA>";"Riboflavina
<RIBF>";"Niacina
<NIA>";"Vitamina C
<VITC>";"Ácido 
fólico";"Sodio
<NA>";"Potasio
<K>"
;;kcal;kJ;g;g;g;g;g;g;g;mg;mg;mg;mg;µg;µg;mg;mg;mg;mg;µg;mg;mg
H11;Inca Kola;41;172;89;0;0;11;-;-;0;0;0;-;0;-;0;0;0;0;0;-;-;-
H12;Bebida de soya;38;159;91.4;3;1.4;3.8;2.5;1.3;0.4;36;30;0.44;0.4;-;31;0.05;0.04;0.2;0;-;-;-
H13;Té sin azúcar;1;4;99.6;0.1;0;0.2;0.2;0;0.2;3;1;0.01;0.2;-;0;0;0;0.03;0;-;-;-
H14;Vino blanco (grado alcohólico: 12,0);81;338;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-
H15;Vino tinto (grado alcohólico: 10,2);69;287;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-
H16;Café sin azúcar;2;8;99.1;0.1;0;0.6;0.6;0;0.2;4;3;0.01;0.2;-;0;0;0;0.24;0;-;-;-
J1;Huevo de charapa;222;929;61.3;16.3;16;1.8;;-;4.6;388;440;-;2.2;-;-;0.02;0.55;0.06;-;-;-;-
J2;Huevo de gallina, clara de;51;213;87.6;10.9;0.2;0.7;0.7;0;0.6;7;15;0.03;0.08;-;0;0;0.44;0.11;0;-;-;-
J3;Huevo de gallina entero, sancochado en agua;145;605;75.6;12.8;9.9;-;-;-;0.9;44;160;1.61;3.04;-;169;0.07;0.39;0.12;-;-;-;-
J4;Huevo de gallina entero, crudo;156;652;72.2;12.7;11.1;-;-;-;1.1;29;140;1.49;2.6;-;140;0.08;0.26;0.13;-;-;-;-
J5;Huevo de gallina, yema de;354;1481;50.1;15.6;30.9;1.9;1.9;0;1.5;136;449;2.3;4.3;-;381;0.18;0.36;0.13;0;-;-;-
J6;Huevo de tortuga motelo;143;598;73.5;16.4;7.3;1.6;-;-;1.2;85;24;-;0.8;-;52;0.04;0.19;0.03;-;-;-;-
J7;Huevo de pata;166;695;72.5;13.1;11.1;2.3;2.3;0;1;58;193;1.41;1.7;-;194;0.13;0.55;0.11;1;-;-;-
J8;Huevo de pata, yema de;426;1782;41.7;15.1;38.8;2.8;2.8;0;1.6;145;430;2.3;4.7;-;381;0.36;0.66;0.12;0;-;-;-
J9;Huevo de tortuga taricaya;178;745;66;15.1;11.3;2.9;-;-;4.7;322;431;-;1.4;-;-;0.05;1.07;0.05;-;-;-;-
J10;Huevo de gallina, clara sancochada en agua;55;229;86;11.9;0.3;-;-;-;0.8;-;-;-;-;-;-;-;-;-;-;-;-;-
J11;Huevo de gallina, yema sancochada en agua;360;1507;48.7;16.3;32.1;-;-;-;1.9;120;500;4.62;8.25;-;678;0.24;0.71;0.14;-;-;-;-
J12;Huevo de codorniz, entero crudo;140;586;70.8;12.6;9.4;-;-;-;1.2;64;-;1.47;3.65;-;156;-;-;-;-;-;-;-
J13;Huevo de codorniz, entero sancochado en agua;168;701;69.9;12.7;12.4;-;-;-;1.1;-;-;-;-;-;-;-;-;-;-;-;-;-
J14;Huevo de codorniz, clara sancochada en agua;47;197;86.4;10.6;0.1;-;-;-;0.8;-;-;-;-;-;-;-;-;-;-;-;-;-
J15;Huevo de codorniz, yema sancochada en agua;295;1234;50.2;13.5;26.2;-;-;-;1.7;-;-;-;-;-;-;-;-;-;-;-;-;-
K1;Azúcar granulada o refinada;384;1619;0.6;0;0;99.2;99.2;0;0.2;1;0;0;0.1;-;0;0;0.02;0;0;-;-;-
K2;Azúcar rubia;380;1590;2;0;0;97.5;97.5;0;0.5;45;2;0.18;1.7;-;0;0;0.03;0.06;0;-;-;-
K3;Chancaca;324;1356;15.8;0;0;83.9;83.9;0;0.3;46;2;0.29;3.2;-;0;0;0.11;0.08;0;-;-;-
K4;Miel de abeja;330;1381;14.1;0;0;85.6;85.4;0.2;0.3;26;10;0.22;0.4;-;0;0.02;0.03;0.16;1.3;-;-;-
K5;Miel de caña;282;1180;26.3;0.3;0.2;72;72;0;1.2;69;43;-;1;-;0;0;0.08;0.29;5.1;-;-;-
K6;Mermelada de durazno;196;820;48.2;0.6;0.1;50.7;-;-;0.4;8;13;-;1.4;-;-;-;-;-;-;-;-;-
K7;Mermelada frutilla;229;958;39.7;0.4;0.2;59.4;-;-;0.3;40;13;-;1.2;-;-;-;-;-;-;-;-;-
L1;Achiote seco;388;1623;3.1;11.3;5.3;74.9;-;-;5.4;11;13;-;5.6;-;61;0.45;0.16;1.97;0;-;-;-
L2;Algas;249;1042;3.4;67.8;6.5;15.3;-;-;7;630;11;-;32;-;-;0.55;1;-;-;-;-;-
L3;Azafrán sin cáscara (palillo fresco);71;298;80.3;1.3;0.4;16.7;-;-;1.3;32;33;-;0.9;-;0;0.01;0.05;0.36;0;-;-;-
L4;Café grano sin tostar;203;849;6.3;11.7;10.8;68.2;-;-;3;120;178;-;2.9;-;3;0.22;0.06;1.3;-;-;-;-
L5;Cochayuyo fresco;20;84;90.1;1.7;0.4;4.7;2.5;2.2;3.1;90;20;0.14;0.69;65;11;0.04;0.14;1.44;0.82;-;167;392
L6;Cocoa;404;1690;8.7;19;17.1;47.8;-;-;7.4;220;801;-;10.5;-;-;0.02;0.2;2.5;18.9;-;-;-
L7;Cominos;375;1569;8.1;17.8;22.3;44.2;33.7;10.5;7.6;931;499;4.8;1.2;-;64;0.63;0.33;4.58;8;0;168;1788
L8;Extracto de algarrobo en polvo;340;1423;12.5;12;3.2;65.8;-;-;6.5;450;617;-;6.6;-;-;0.18;0.29;2.5;-;-;-;-
L9;Champiñones;22;94;90.3;3;0.4;5.6;1.7;3.9;0.7;1;65;0.76;0.32;0;0;0.08;0.59;3.66;5.65;-;5;246
L10;Laurel;188;787;45.2;4.2;1.2;47.1;-;-;2.3;187;70;-;5.4;-;175;0.04;0.21;1.7;54;-;-;-
L11;Pimienta negra;255;1067;10.5;11;3.3;71;44.5;26.5;4.3;437;173;1.42;12.6;-;15;0.11;0.24;1.14;21;-;-;-
L12;Té hojas secas;308;1289;11.4;8;4;71.4;-;-;5.2;400;300;-;11.9;-;0;0.08;0.73;6.5;5;-;-;-
L13;Yuyo fresco;41;172;86.1;2.1;0.1;8;-;-;3.7;225;49;-;10.6;-;86;0.03;0.21;0.37;0;-;-;-
L14;Ají dulce seco, molido (paprika);362;1516;9.1;14.5;17.9;49.5;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-
L15;Algarrobina (líquida);368;1539;5.2;5.2;0.2;85.5;-;-;3.9;-;-;-;-;-;-;-;-;-;-;-;-;-
L16;Anís, semilla*;337;1410;9.5;17.6;15.9;50;35.4;14.6;7;646;440;5.3;36.96;-;16;0.4;0.29;3.06;21;0;16;1441
L17;Caldo de res*;40;167;92.4;1.2;2.4;3.3;-;-;0.7;14;46;-;0.9;-;-;0.05;0.06;0.96;6;-;-;-
L18;Caldo de pollo, o gallina*;89;372;88.1;0.2;9.8;0;-;-;1.4;5;30;-;0.4;-;-;0.02;0.04;1.08;0;-;-;-
L19;Clavo de olor, molido*;323;1351;6.9;6;20.1;61.2;27;34.2;5.9;646;105;1.09;8.68;-;27;0.12;0.27;1.46;81;0;243;1102
L20;Canela, molida*;261;1092;9.5;3.9;3.2;79.9;25.6;54.3;3.6;1228;61;1.97;38.07;-;14;0.08;0.14;1.3;29;0;26;500
L21;Condimentos o especies molidas no especificadas*;263;1100;8.5;6.1;8.7;72.1;50.5;21.6;4.7;661;113;1.01;7.06;-;27;0.1;0.06;2.86;39;0;77;1044
L22;Cushuro o nostoc deshidratada (alga);242;1013;15.1;29;0.5;46.9;-;-;8.5;147;64;-;83.6;-;-;0.2;0.41;-;0;-;-;-
L23;Levadura fresca para pan**;113;473;70.6;13.4;0.3;14.2;-;-;1.6;20;247;-;2.3;-;-;-;-;-;-;-;-;-
L24;Levadura seca**;359;1502;7.2;41.6;1.2;45.5;-;-;4.5;47;763;-;9.8;-;-;0.84;10;2.86;-;-;-;-
L25;Nuez moscada, molida*;440;1842;6.2;5.8;36.3;49.3;28.5;20.8;2.3;184;213;2.15;3.04;-;5;0.35;0.06;1.3;3;0;16;350
L26;Pimienta blanca*;296;1238;11.4;10.4;2.1;68.6;42.4;26.2;1.6;265;-;-;14.31;-;-;-;-;-;21;-;-;-
L27;Salsa envasada, inglesa*;67;280;78.5;0;0;19.5;19.5;0;2;107;60;0.19;5.3;-;5;0.07;0.13;0.7;13;0;980;800
L28;Setas;19;80;90.5;2.3;0.1;6.5;2.1;4.4;0.6;4;30;0.43;0.29;0;0;0.04;0.19;4.09;1.13;-;3;303
L29;Vainilla, extracto*;288;1205;52.6;0.1;0.1;12.7;12.7;0;0.3;11;6;0.11;0.12;-;0;0.01;0.09;0.43;0;0;9;148
Q1;Al 110 maternizada;502;2100;3;14;25;55.3;-;-;2.7;450;300;-;6;-;360;0.3;0.7;3.7;40;-;-;-
Q2;Cerelac manzana;414;1732;3;11;7.4;75.6;-;-;3;275;225;-;6.3;-;225;0.2;0.3;3.8;20;-;-;-
Q3;Cerelac trigo;425;1778;1.5;11.5;7.8;77.2;-;-;2;275;225;-;6.3;-;225;0.2;0.3;3.8;20;-;-;-
Q4;Eledón maternizada;417;1745;3;27.9;12;49.8;49.8;0;7.3;1070;843;-;0.4;-;-;0.26;0.89;1.1;10.4;-;-;-
Q5;Nan maternizada;509;2130;3;11.4;26;57.7;-;-;1.9;320;160;-;6;-;360;0.3;0.7;3.8;41;-;-;-
Q6;Nestúm cereal mixto;380;1590;3;9.4;1.2;82.9;-;-;3.5;690;570;-;15.6;-;563;0.6;0.7;9.4;45;-;-;-
Q7;Nestúm tres cereales;376;1573;4;10.7;2.4;77.8;-;-;5.1;690;570;-;14.7;-;563;0.6;0.7;9.4;45;-;-;-
Q8;Pelargón maternizada;458;1916;3;16.5;17.1;59.6;-;-;3.8;590;460;-;6;-;329;0.3;0.4;3.4;37;-;-;-
T1;Arveja partida, harina de;346;1448;10.1;21.6;1.1;64.4;-;-;2.8;102;351;-;5.5;-;0;0.2;0.25;4.12;1.5;-;-;-
T2;Arveja, fresca sin vaina;85;357;72.6;7.1;0.6;18.8;13.7;5.1;0.9;27;134;1.24;1.7;-;38;0.28;0.18;2.15;22.3;-;3;331
T3;Arveja, seca sin cáscara;247;1033;11.5;21.7;3.2;61.1;35.6;25.5;2.5;65;289;3.01;2.6;-;7;0.25;0.15;3.43;3.5;-;-;-
T4;Arvejón;238;997;12.1;21.4;1.9;61.9;36.4;25.5;2.7;60;263;3.01;7.5;-;7;0.37;0.19;3.03;1.8;-;-;-
T5;Frejol aguisho;231;968;12.6;22.7;1.6;59.1;34.2;24.9;4;138;450;2.79;8.5;-;0;0.47;0.25;2.03;5.7;-;-;-
T6;Frejol amarillo común;232;970;12.6;21.1;1.5;61;35.9;25.1;3.8;94;455;2.83;9.7;-;0;0.39;0.26;2.07;3.5;-;-;-
T7;Frejol bayo;244;1021;14.2;20.3;2.2;59.5;38.1;21.4;3.8;99;386;2.76;5.81;-;0;0.31;0.22;1.84;4.5;-;25;1083
T8;Frejol bayo americano;232;971;13.4;20.3;1.5;61.5;36.6;24.9;3.3;153;314;2.79;6.6;-;0;0.6;0.22;2.27;4.5;-;25;1083
T9;Frejol zarandaja;236;985;12.8;21.7;1.8;60.3;35.7;24.5;3.4;67;289;2.4;5.41;-;0;0.59;0.17;1.6;4.5;-;-;-
T10;Frejol bountiful bean;334;1397;12.9;17.3;0.9;65.2;-;-;3.7;104;396;-;8.4;-;-;0.15;0.21;2.01;-;-;-;-
T11;Frejol bush bean;227;951;13.3;24.2;1.6;56.8;31.9;24.9;4.1;80;511;2.79;7.3;-;0;0.11;0.23;1.98;4.5;-;-;-
T12;Frejol caballero;267;1119;12.5;22.9;1.5;58.3;43.1;15.2;4.8;137;274;3.67;5.1;-;0;0.23;0.05;2.9;2.5;-;-;-
T13;Frejol caballero o blanco cocido;67;279;75.8;5.1;0.4;17.5;11.2;6.3;1.2;46;75;1.38;1.4;-;0;0.01;0;0.59;0;-;-;-
T14;Frejol california;232;970;13.2;20.7;2.1;59.9;35;24.9;4.1;170;447;2.79;7;-;0;0.4;0.38;1.58;4.5;-;-;-
T15;Frejol canario;236;988;11.7;21.9;2.1;60.1;35;25.1;4.2;138;351;2.83;6.6;-;0;0.16;0.01;1.5;6.3;-;43;1212
T16;Frejol canario cocido;43;180;77.8;5.2;0.5;15.5;5.1;10.4;1;45;85;1.06;1.6;-;0;0.01;0;0.29;0;-;-;-
T17;Frejol canario, fresco (frejol verde);102;427;58.4;9.7;0.6;29.6;15.6;14;1.7;60;287;-;2.18;0;0;0.17;0.07;1.54;5.22;-;3;-
T18;Frejol canario serranito;238;996;12.2;19.2;1.8;63.3;38.4;24.9;3.5;149;362;2.79;4;-;0;0.41;0.45;2.65;4.5;-;43;1212
T19;Frejol caraotas;228;955;13.5;21.2;1.4;60;35.1;24.9;3.9;129;413;2.79;9.9;-;0;0.32;0.23;1.75;4.5;-;-;-
T20;Frejol castilla;227;950;13.3;23.3;2.7;56.9;30.5;26.4;3.9;97;387;3.96;6.65;0;0;0.5;0.44;1.57;2.1;-;-;-
T21;Frejol chavín;234;978;12.6;19.2;1.4;63.1;38.2;24.9;3.7;95;392;2.79;4.2;-;0;0.63;0.23;2.45;4.5;-;-;-
T22;Frejol chiclayo;223;934;15.1;21.4;1.6;58.2;33.3;24.9;3.7;72;399;2.79;9.8;-;0;0.61;0.3;2.25;2.6;-;-;-
T23;Frejol chiclayo dosmesino fresco;100;419;73.2;8.4;0.4;16.6;-;-;1.4;26;149;-;2.7;-;12;0.26;0.2;1;6.1;-;-;-
T24;Frejol cocacho;230;963;13.1;21.3;1.2;60.8;35.9;24.9;3.6;104;397;2.79;7.8;-;0;0.2;0.2;1.44;4.5;-;-;-
T25;Frejol dulce (ancash);236;988;12.4;19.4;1.8;62.7;37.8;24.9;3.7;140;411;2.79;5.2;-;0;0.53;0.47;2.6;4.5;-;-;-
T26;Frejol negro;270;1131;13.6;18.2;1.3;63.4;48.2;15.2;3.5;133;308;3.65;9.3;-;0;0.34;0.45;1.74;2.3;-;30;1074
T27;Frejol nucya blanco;237;990;12.5;20;1.9;62.1;37.2;24.9;3.5;173;354;2.79;3.3;-;0;0.46;0.51;1.9;4.5;-;-;-
T28;Frejol nucya plomo;233;975;12.9;19.8;1.6;62;37.1;24.9;3.7;104;376;2.79;3;-;0;0.32;0.6;2.07;4.5;-;-;-
T29;Frejol palo;345;1442;10.3;18.4;1.4;66.1;-;-;3.8;114;388;-;2.9;-;0;0.84;0.25;2.95;4.6;-;-;-
T30;Frejol palo, fresco (lenteja verde);82;341;67.6;7;0.8;23.2;12.5;10.7;1.5;114;388;-;1.09;0;0;0.84;0.25;2.95;7.06;-;1;500
T31;Frejol panamito;235;981;12.2;21.5;1.7;60.7;35.8;24.9;3.9;174;427;2.81;6.3;-;0;0.59;0.32;2.07;5.8;-;13;77
T32;Frejol plomo;236;987;12.7;20.1;1.8;62;37.1;24.9;3.4;90;412;2.79;6.6;-;0;0.13;0.2;1.4;4.5;-;-;-
T33;Frejol pole bean;229;960;13.2;22.4;1.2;59.7;34.8;24.9;3.5;125;421;2.79;8.3;-;0;0.12;0.25;2.11;4.5;-;-;-
T34;Frejol red kidney;270;1128;13.6;19.2;1.2;62.6;47.4;15.2;3.4;107;393;2.79;4.6;-;0;0.21;0.17;2.62;-;-;-;-
T35;Frejol shimpe fresco;51;213;86;3.7;0.1;9.1;-;-;1.1;46;78;-;1.4;-;0;0.21;0.14;-;1;-;-;-
T36;Frejol soya;369;1542;9.5;33.7;18.7;32.7;23.4;9.3;5.4;314;759;4.36;7.42;-;0;0.73;0.41;2.6;6;-;63;1079
T37;Frejol tarhui o chocho cocido con cáscara;140;584;69.7;11.6;8.6;9.5;6.7;2.8;0.6;30;123;1.38;1.4;-;0;0.01;0.34;0.95;0;-;-;-
T38;Frejol tarhui o chocho, harina de;458;1916;7;49.6;27.9;12.9;-;-;2.6;93;440;-;1.38;-;-;-;-;-;-;-;-;-
T39;Frejol tarhui o chocho, seco;277;1159;46.3;17.3;17.5;17.3;-;-;1.6;54;262;4.75;2.3;-;1;0.6;0.44;2.1;4.6;-;-;-
T40;Frejol terciopelo;358;1498;11.5;21;5.6;58.5;-;-;3.4;104;321;-;8;-;-;0.42;0.31;1.6;-;-;-;-
T41;Frejol vacapaleta;226;948;15.6;18.3;2.4;60.1;35.2;24.9;3.7;127;439;2.91;4.53;-;1;0.16;0.2;2.35;4.5;-;-;-
T42;Frejol white kidney;268;1121;13.1;22.1;1.1;59.9;44.7;15.2;3.8;139;482;3.67;6.1;-;0;0.2;0.16;2.5;0;-;-;-
T43;Garbanzo, cocido;127;530;61.9;6.9;2.5;27.8;20.2;7.6;1;54;60;1.41;1.9;-;1;0;0.04;0.49;0;-;-;-
T44;Garbanzo;293;1225;10.8;17.6;5.4;63.3;45.9;17.4;3.1;120;370;3.06;5.95;0;0;0.38;0.38;2.8;5.4;-;29;1006
T45;Guaba fresco;141;590;63.3;10.7;0.7;24;-;-;1.3;115;128;-;3.1;-;0;0.19;0.13;0.65;12.9;-;-;-
T46;Guaba seco;346;1448;10.7;20.3;2.1;63.3;-;-;3.6;192;303;-;4.9;-;-;0.49;0.23;1.2;2.8;-;-;-
T47;Habas frescas, sin cáscara y sin vaina;134;562;60.6;11.3;0.8;25.9;21.7;4.2;1.4;31;137;0.58;2;-;18;0.3;0.09;1.4;28.5;-;6;364
T48;Habas secas con cáscara cruda;340;1423;11.5;23.8;1.5;60.1;-;-;3.1;197;413;-;13;-;-;0.39;0.3;4;8.6;-;63;1079
T49;Habas secas sin cáscara;233;976;13.6;25.9;2.4;55.3;30.3;25;2.8;48;395;3.14;8;-;3;0.34;0.31;3.4;2.4;-;63;1079
T50;Habas secas sin cáscara cocida;83;347;72.8;7.3;0.5;18.5;13.1;5.4;0.9;64;53;1.01;0.9;-;1;0;0.01;0.72;0.9;-;-;-
T51;Habas, harina de;310;1297;8.1;22.4;2.3;64.6;52.5;12.1;2.7;67;393;3.43;4.63;-;3;0.36;0.27;2.84;4.7;-;-;-
T52;Lentejas chicas;211;883;13;22.6;1;61;30.5;30.5;2.4;73;375;4.78;7.6;-;2;0.21;0.29;2.9;5.5;-;-;-
T53;Lentejas chicas cocidas;65;274;74.6;6.4;0.1;18.3;10.4;7.9;0.6;43;80;1.27;1.7;-;0;0;0.07;0.5;0;-;-;-
T54;Lentejas grandes;214;895;12.4;23.2;1.1;61;30.5;30.5;2.3;71;263;4.78;4.8;-;2;0.34;0.25;2.17;4.4;-;-;-
T55;Pallar morado;259;1082;12.1;20;1.3;62.8;43.8;19;3.8;51;358;2.83;3.8;-;0;0.5;0.57;2.52;0;-;-;-
T56;Pallar seco;253;1060;11.6;20.4;1.2;61.4;42.4;19;5.4;70;318;2.83;6.7;-;0;0.28;0.28;3.2;7.5;-;55;576
T57;Pallar sin cáscara;260;1088;12.2;21.6;1.4;61.6;42.6;19;3.2;38;205;2.83;5.2;-;0;0.55;0.21;2.25;0;-;55;576
T58;Pallar cocido, con cáscara;94;393;68.1;7.7;0.8;21.9;14.9;7;1.5;28;34;0.93;1.28;-;0;0;0.02;0.59;0.1;-;-;-
T59;Arveja colantao, fresca;35;147;88.5;3.1;0.1;7.8;5.9;2;0.5;-;-;-;1.06;54;9;0.12;-;-;27.05;-;11;-
T60;Arveja, harina de;306;1280;8.2;19.9;2.4;67;53.3;13.7;2.5;81;-;2.98;4.36;0;0;-;-;-;1;-;-;-
T61;Arveja verde partida sancochada;120;503;65.6;10.1;1.8;21.8;17.3;4.5;0.7;47;125;1.3;1.61;0;0;0.23;0.05;0.92;0;-;8;174
T62;Caza o parka;342;1432;11;25.1;2;58.6;-;-;3.3;176;290;-;3.4;-;-;0.4;0.09;-;3.1;-;-;-
T63;Frejol bayo sancochado;111;463;63.8;9.8;0.9;24.3;16.9;7.3;1.2;59;150;1.66;3.19;0;0;0.16;0.07;0.46;0;-;18;272
T64;Frejol castilla sancochado;119;500;64.4;10.1;1.8;22.7;17.1;5.6;1;39;135;1.41;3.18;0;0;0.19;0.06;0.54;0;-;3;293
T65;Frejol chiclayo marron;334;1396;13.5;22.6;2.1;58.4;-;-;3.5;143;-;4.56;4.49;-;0;-;-;-;5;-;-;-
T66;Frejol chiclayo pindayllo;343;1436;11.6;25.1;2.9;57;-;-;3.4;143;-;4.15;6.65;-;0;-;-;-;5;-;-;-
T67;Frejol chiclayo rojo;335;1403;13.5;21.8;2.5;58.8;-;-;3.5;143;-;4.4;4.56;-;0;-;-;-;5;-;-;-
T68;Frejol de Iberia;343;1436;10;22.7;1.3;62.3;-;-;3.7;131;419;-;5.4;-;-;0;0;-;0;-;-;-
T69;Frejol negro sancochado;104;435;64.4;9.8;1.7;22.8;13.8;9.1;1.3;64;175;1.19;2.3;0;0;0.17;0.08;0.74;0;-;19;364
T70;Frejol ñuña;271;1134;11.3;19.1;1.2;64.6;47.9;16.7;3.9;143;-;2.22;4.13;-;0;-;-;-;5;-;-;-
T71;Frejol panamito sancochado;106;445;62.5;9.5;1.4;25.4;15.1;10.3;1.1;78;125;1.1;1.95;0;0;0.16;0.06;0.49;0;-;5;292
T72;Frejol soya, bebida (leche de soya UHT);49;206;88.8;3;1.8;6;-;-;0.5;54;-;0.35;0.71;-;130;-;-;-;-;-;49;128
T73;Frejol soya, cocido;176;735;62.8;15.3;9.2;11.1;-;-;1.5;-;-;1.72;1.87;-;-;-;-;-;-;-;-;-
T74;Frejol soya, harina integral;359;1503;8;37.4;23;26.4;9.2;17.2;5.3;-;-;4.4;6.3;-;-;-;-;-;-;-;-;-
T75;Frejol soya, harina integral tostada;433;1814;6.5;40.5;23.4;23.9;-;-;5.8;-;-;4.44;6.65;-;-;-;-;-;-;-;-;-
T76;Frejol ucayalino;334;1398;13.5;21.7;2.3;58.8;-;-;3.7;83;-;3.48;5.44;-;0;-;-;-;-;-;-;-
T77;Frejol zarandaja sancochado;114;478;62.6;9.9;1;25.5;17.6;7.9;1;38;135;0.83;2.09;0;0;0.11;0.05;0.39;0;-;3;319
T78;Gigante rojo, cáscara del grano;348;1456;10.3;4.4;0.7;80.3;-;-;4.3;637;32;-;2.1;-;-;0.05;0.19;-;0;-;-;-
T79;Gigante rojo, cáscara fresca del grano;125;523;67.4;2.7;0.2;28;-;-;1.7;150;56;-;0.5;-;-;0.01;0.09;-;2.6;-;-;-
T80;Gigante rojo, pulpa fresca;166;695;56;16.3;0.6;25.7;-;-;1.4;76;241;-;0.9;-;-;0.33;0.03;-;18;-;-;-
T81;Gigante rojo, pulpa seca;333;1395;12;31.6;1.3;52.3;-;-;2.8;109;504;-;3.6;-;-;0.72;0.1;-;0;-;-;-
T82;Hemico leguminoso;331;1387;12.6;25.6;1.7;56.1;-;-;4;170;446;-;7.2;-;-;0;0;-;0;-;-;-
T83;Pallar del río Manú;329;1376;13.4;22;0.9;60.2;-;-;3.5;186;327;-;4;-;-;0.25;0.11;-;2.9;-;-;-
T84;Poroto de cumbasa;357;1495;11;22.5;5.5;57.3;-;-;3.7;140;360;-;4;-;-;0.23;0.35;-;1.1;-;-;-
T85;Proteínas, (proteína de soya);350;1464;5.8;49.3;0.5;36;-;-;7.8;350;950;-;15;-;-;-;-;-;-;-;-;-
U1;Arracacha o racacha;94;392;72.4;1.1;0.3;25.2;22.9;2.3;0.9;28;45;0.11;0.41;1114;186;0.35;0.09;0.7;0;-;8;453
U2;Ashipa;170;713;55.3;1.4;0.3;42.7;40.8;1.9;0.3;29;25;0.16;4.8;-;1;0.06;0.09;0.12;2.1;-;-;-
U3;Camote amarillo sin cáscara;95;399;73.5;2;0;23.4;20.5;2.9;1.1;41;31;0.4;0.43;3100;517;0.14;0.03;0.67;22.46;-;-;-
U4;Camote blanco;114;478;68.8;1.7;0.1;28.3;-;-;1.1;26;33;-;2.5;-;9;0.14;0.04;0.7;12.9;-;-;-
U5;Camote morado sin cáscara;105;440;71.6;1.4;0.3;25.7;-;-;1;36;40;-;1.4;-;11;0.08;0.05;0.82;13.6;-;-;-
U6;Camote, harina de;341;1427;9.9;2.1;0.9;84.3;81.3;3;2.8;153;99;0.3;5.7;-;709;0.17;0.17;1.67;7.9;-;-;-
U7;Curao;62;258;82.5;1.6;0.1;14.7;-;-;1.1;22;59;-;1.8;-;14;0.08;0.06;0.48;3.3;-;-;-
U8;Koshñipa;135;565;63.2;1.6;0.2;33.6;-;-;1.4;108;138;-;0.3;-;-;0.06;0.13;0.54;58.5;-;-;-
U9;Kuros;93;391;74.5;1.8;0.2;22.6;-;-;0.9;11;59;-;0.5;-;0;0.14;0.04;1.66;9.4;-;-;-
U10;Llacón;51;215;86.6;0.3;0.3;12.5;-;-;0.3;23;21;-;0.3;-;12;0.02;0.11;0.34;13.1;-;-;-
U11;Maca (tubérculo seco);301;1258;15.3;11.8;1.6;66.3;-;-;5;247;183;-;14.7;-;-;0.2;0.35;-;2.5;-;-;-
U12;Maca silvestre;69;288;79.8;3.5;1;13.2;-;-;2.5;37;0;-;49.9;-;-;0.2;0.35;-;2.1;-;-;-
U13;Maca, afrechillo;316;1322;12;10.5;0.6;73.4;-;-;3.5;475;135;-;29.3;-;-;0.22;0.65;-;2;-;-;-
U14;Maca, almidón;350;1464;11;6.1;1.2;80.1;-;-;1.6;175;70;-;31.7;-;-;0.15;0.07;-;2.8;-;-;-
U15;Maca, pasta integral;310;1297;11.1;14;1;68.4;-;-;5.5;245;192;-;25;-;-;0.28;0.6;-;8;-;-;-
U16;Mashua;32;135;88;0.7;0.1;10.6;7.7;2.9;0.5;-;-;0.28;0.37;-;12;0.02;0.03;0.82;42.06;-;-;-
U17;Olluco sin cáscara;59;246;83.7;1.1;0.1;14.3;-;-;0.8;3;28;-;1.1;-;5;0.05;0.03;0.2;11.5;-;-;-
U18;Papa amarilla sin cáscara;101;423;73.2;2;0.4;23.3;22.9;0.4;1.1;6;52;0.29;0.4;-;0;0.07;0.06;1.85;9;-;-;-
U19;Papa blanca;87;363;74.5;2.1;0.1;22.3;19.9;2.4;1;9;47;0.29;0.5;-;0;0.09;0.09;1.67;14;-;-;-
U20;Papa chuño negro;333;1392;14.1;4;0.2;79.4;-;-;2.3;44;203;-;0.9;-;-;0.13;0.17;3.4;1.7;-;-;-
U21;Papa color morado deshidratada;324;1358;13.3;8.7;0.2;74.1;-;-;3.7;23;180;-;2.6;-;-;0.18;0.05;-;1.4;-;-;-
U22;Papa helada amarga;180;752;54.5;1.8;0.6;42.1;-;-;1;58;54;-;2.8;-;-;0.07;0.2;1.65;1;-;-;-
U23;Papa huayro con cáscara;71;295;81;1.9;0.1;15.9;-;-;1.1;10;61;0.33;0.73;-;0;0.08;0.03;1.15;8.6;-;-;-
U24;Papa moraya chuño pelado;323;1350;18.1;1.9;0.5;77.7;-;-;1.8;92;54;-;3.3;-;0;0.03;0.04;0.38;1.1;-;-;-
U25;Papa seca;322;1347;14.8;8.2;0.7;72.8;-;-;3.5;47;200;-;4.5;-;0;0.19;0.09;5;3.2;-;-;-
